#timestamp(s) tx ty tz qx qy qz qw
1413393886.345761 -0.00002263 0.00036317 -0.00337153 -0.00522957 -0.80560621 0.00189135 0.59242528
1413393886.370760 0.00027667 0.00038410 -0.00365891 -0.00525459 -0.80553733 0.00188142 0.59251874
1413393886.380760 0.00025216 0.00036933 -0.00201493 -0.00481706 -0.80726703 0.00138216 0.59016509
1413393886.385761 0.00025796 0.00038006 -0.00205390 -0.00486183 -0.80725695 0.00139765 0.59017847
1413393886.390760 0.00026233 0.00039142 -0.00209138 -0.00490600 -0.80723661 0.00140504 0.59020591
1413393886.400760 0.00026774 0.00040726 -0.00216972 -0.00496778 -0.80720779 0.00143402 0.59024474
1413393886.405761 0.00026891 0.00040911 -0.00221062 -0.00496486 -0.80720289 0.00147632 0.59025135
1413393886.410760 0.00026963 0.00041167 -0.00225215 -0.00495156 -0.80719806 0.00151211 0.59025798
1413393886.415761 0.00027033 0.00041906 -0.00229467 -0.00495466 -0.80720411 0.00152109 0.59024967
1413393886.420760 0.00027147 0.00042984 -0.00233601 -0.00496635 -0.80721795 0.00150507 0.59023067
1413393886.425761 -0.00074596 -0.00019945 -0.00235374 -0.00465779 -0.80805618 0.00117260 0.58908586
1413393886.445760 -0.00090753 -0.00023732 -0.00251313 -0.00460947 -0.80806157 0.00120479 0.58907877
1413393886.450761 -0.00095307 -0.00024301 -0.00255461 -0.00463150 -0.80806198 0.00123122 0.58907798
1413393886.455760 -0.00099859 -0.00024470 -0.00259627 -0.00467285 -0.80806804 0.00124155 0.58906932
1413393886.465760 -0.00108620 -0.00024788 -0.00267439 -0.00476062 -0.80806380 0.00123443 0.58907445
1413393886.470761 -0.00113104 -0.00025626 -0.00271469 -0.00478256 -0.80805292 0.00125205 0.58908916
1413393886.490761 0.00082029 -0.00055811 -0.00206119 -0.00451159 -0.80648884 0.00129079 0.59123069
1413393886.495760 0.00085937 -0.00056344 -0.00208406 -0.00451789 -0.80649667 0.00127394 0.59122000
1413393886.500761 0.00090184 -0.00056501 -0.00210404 -0.00453983 -0.80649990 0.00123279 0.59121551
1413393886.505760 0.00094578 -0.00056779 -0.00212048 -0.00456297 -0.80648353 0.00118694 0.59123775
1413393886.510761 0.00098884 -0.00057397 -0.00213547 -0.00458309 -0.80646141 0.00116587 0.59126782
1413393886.515760 0.00103110 -0.00058414 -0.00215088 -0.00459123 -0.80644330 0.00118475 0.59129242
1413393886.520761 0.00107412 -0.00059748 -0.00216718 -0.00458714 -0.80642305 0.00123360 0.59131996
1413393886.535760 -0.00080917 -0.00003366 -0.00092521 -0.00476158 -0.80764766 0.00166047 0.58964381
1413393886.555760 -0.00090615 0.00003541 -0.00099065 -0.00481344 -0.80758021 0.00160133 0.58973593
1413393886.560760 -0.00093631 0.00004660 -0.00101664 -0.00481416 -0.80758620 0.00160674 0.58972771
1413393886.565761 -0.00096913 0.00005645 -0.00104585 -0.00479817 -0.80759891 0.00161731 0.58971040
1413393886.570760 -0.00100320 0.00006697 -0.00107397 -0.00478102 -0.80760241 0.00161612 0.58970576
1413393886.575761 -0.00055065 0.00008834 -0.00164912 -0.00548743 -0.80669104 0.00237295 0.59094317
1413393886.610760 -0.00046992 0.00039698 -0.00186844 -0.00555732 -0.80668281 0.00242127 0.59095355
1413393886.620760 -0.00044249 0.00047951 -0.00192961 -0.00554275 -0.80669084 0.00244281 0.59094264
1413393886.625761 -0.00071630 -0.00039977 -0.00063276 -0.00494213 -0.80710589 0.00172050 0.59038351
1413393886.660760 -0.00070558 -0.00029991 -0.00078227 -0.00497994 -0.80712120 0.00168017 0.59036238
1413393886.665761 -0.00070066 -0.00028768 -0.00080188 -0.00495994 -0.80710955 0.00169260 0.59037844
1413393886.670760 -0.00069354 -0.00027237 -0.00082073 -0.00495291 -0.80710150 0.00169618 0.59038949
1413393886.675761 -0.00087825 -0.00022601 -0.00103528 -0.00485037 -0.80689048 0.00164758 0.59067886
1413393886.680760 -0.00085916 -0.00021219 -0.00105684 -0.00485668 -0.80689390 0.00164837 0.59067413
1413393886.685760 -0.00083893 -0.00019982 -0.00107704 -0.00486591 -0.80689527 0.00164369 0.59067220
1413393886.690761 -0.00081849 -0.00018755 -0.00109448 -0.00487716 -0.80689202 0.00163180 0.59067657
1413393886.695760 -0.00079900 -0.00017614 -0.00110947 -0.00487845 -0.80687948 0.00163199 0.59069370
1413393886.700761 -0.00078007 -0.00016649 -0.00112364 -0.00486775 -0.80686534 0.00165151 0.59071304
1413393886.705760 -0.00076037 -0.00015623 -0.00113720 -0.00485579 -0.80684813 0.00166682 0.59073660
1413393886.710761 -0.00074056 -0.00014227 -0.00115123 -0.00485015 -0.80683198 0.00167055 0.59075869
1413393886.715760 -0.00072226 -0.00012577 -0.00116647 -0.00485211 -0.80683232 0.00167137 0.59075822
1413393886.720761 -0.00070448 -0.00010866 -0.00118103 -0.00485829 -0.80683624 0.00167530 0.59075280
1413393886.725760 -0.00125919 -0.00021257 -0.00154635 -0.00505151 -0.80716485 0.00184528 0.59030160
1413393886.770761 -0.00132159 0.00009816 -0.00174600 -0.00506565 -0.80717581 0.00187318 0.59028640
1413393886.790761 -0.00169678 0.00004303 -0.00221215 -0.00524886 -0.80713116 0.00217940 0.59034480
1413393886.820760 -0.00167658 0.00035789 -0.00233770 -0.00529370 -0.80713911 0.00215363 0.59033364
1413393886.825761 -0.00095833 -0.00071245 -0.00182051 -0.00474814 -0.80675318 0.00143316 0.59086776
1413393886.830760 -0.00091858 -0.00070460 -0.00182414 -0.00473972 -0.80674470 0.00144706 0.59087936
1413393886.835761 -0.00087755 -0.00069547 -0.00182840 -0.00474169 -0.80674293 0.00145566 0.59088176
1413393886.840760 -0.00083522 -0.00068578 -0.00183408 -0.00475558 -0.80673858 0.00145241 0.59088758
1413393886.845761 -0.00079050 -0.00067686 -0.00184156 -0.00478149 -0.80673060 0.00144603 0.59089828
1413393886.850760 -0.00074347 -0.00066947 -0.00184985 -0.00480431 -0.80672107 0.00144387 0.59091112
1413393886.855761 -0.00069549 -0.00066354 -0.00185842 -0.00481709 -0.80671360 0.00144951 0.59092120
1413393886.860760 -0.00064656 -0.00065882 -0.00186910 -0.00481317 -0.80670358 0.00146020 0.59093489
1413393886.865761 -0.00059616 -0.00065497 -0.00188279 -0.00479372 -0.80669721 0.00147145 0.59094371
1413393886.870760 -0.00054417 -0.00065100 -0.00189872 -0.00476636 -0.80669964 0.00148024 0.59094058
1413393886.880760 -0.00060282 -0.00018421 -0.00090887 -0.00470676 -0.80688179 0.00154533 0.59069216
1413393886.905761 -0.00035747 -0.00011996 -0.00089956 -0.00470504 -0.80686283 0.00148079 0.59071825
1413393886.910760 -0.00030793 -0.00010984 -0.00089232 -0.00468391 -0.80685959 0.00149983 0.59072279
1413393886.915761 -0.00025823 -0.00010020 -0.00088512 -0.00466146 -0.80685941 0.00152658 0.59072314
1413393886.920760 -0.00020781 -0.00008848 -0.00087971 -0.00465439 -0.80685976 0.00153972 0.59072269
1413393886.925761 -0.00017031 -0.00056550 -0.00083576 -0.00450576 -0.80676922 0.00134235 0.59084797
1413393886.930760 -0.00011264 -0.00056462 -0.00083697 -0.00452672 -0.80677224 0.00134370 0.59084369
1413393886.935760 -0.00005511 -0.00056231 -0.00083858 -0.00455333 -0.80677367 0.00134916 0.59084151
1413393886.940761 0.00000332 -0.00055939 -0.00084205 -0.00457162 -0.80677311 0.00134527 0.59084215
1413393886.945760 0.00006311 -0.00055958 -0.00084787 -0.00457706 -0.80677977 0.00134717 0.59083300
1413393886.950761 0.00012418 -0.00056370 -0.00085596 -0.00456255 -0.80678903 0.00136154 0.59082044
1413393886.955760 0.00018582 -0.00056899 -0.00086577 -0.00454125 -0.80679676 0.00137632 0.59081002
1413393886.960761 0.00024787 -0.00057420 -0.00087547 -0.00452734 -0.80680707 0.00138248 0.59079602
1413393886.965760 0.00031067 -0.00058019 -0.00088442 -0.00451526 -0.80681638 0.00138024 0.59078341
1413393886.970761 0.00037543 -0.00058567 -0.00089347 -0.00452074 -0.80682716 0.00138653 0.59076864
1413393886.975760 -0.00070647 -0.00054367 -0.00122861 -0.00482674 -0.80699357 0.00158942 0.59053836
1413393886.995760 -0.00051321 -0.00050223 -0.00128328 -0.00483353 -0.80697720 0.00159243 0.59056067
1413393887.000761 -0.00046318 -0.00049502 -0.00129682 -0.00482022 -0.80698068 0.00161040 0.59055598
1413393887.005760 -0.00041248 -0.00048669 -0.00130937 -0.00480830 -0.80698473 0.00161317 0.59055053
1413393887.010761 -0.00036002 -0.00047628 -0.00132253 -0.00481151 -0.80698664 0.00162482 0.59054786
1413393887.020761 -0.00025227 -0.00044088 -0.00134543 -0.00487619 -0.80697498 0.00161275 0.59056330
1413393887.025760 0.00024031 -0.00026384 -0.00133611 -0.00468806 -0.80700656 0.00141565 0.59052217
1413393887.045760 0.00045096 -0.00026429 -0.00136059 -0.00460976 -0.80699872 0.00147417 0.59053336
1413393887.050761 0.00050512 -0.00026363 -0.00136851 -0.00460521 -0.80699800 0.00149007 0.59053434
1413393887.055760 0.00056086 -0.00025694 -0.00137893 -0.00462344 -0.80699678 0.00148371 0.59053587
1413393887.060760 0.00061800 -0.00024547 -0.00138883 -0.00465657 -0.80699047 0.00145252 0.59054432
1413393887.065761 0.00067620 -0.00023477 -0.00139815 -0.00467775 -0.80698570 0.00142881 0.59055072
1413393887.070760 0.00073461 -0.00022845 -0.00140965 -0.00467509 -0.80698968 0.00142885 0.59054531
1413393887.075761 -0.00085558 0.00012928 -0.00127418 -0.00464256 -0.80750396 0.00143818 0.58984213
1413393887.085761 -0.00084394 0.00013123 -0.00129453 -0.00459716 -0.80752246 0.00147818 0.58981706
1413393887.090760 -0.00083703 0.00013270 -0.00130510 -0.00457896 -0.80753094 0.00149498 0.58980555
1413393887.100760 -0.00082035 0.00014968 -0.00133107 -0.00461351 -0.80755359 0.00146698 0.58977433
1413393887.105761 -0.00081230 0.00015992 -0.00134186 -0.00464580 -0.80755595 0.00143090 0.58977094
1413393887.110760 -0.00080522 0.00016409 -0.00134991 -0.00466104 -0.80755258 0.00142554 0.58977544
1413393887.115761 -0.00079911 0.00016140 -0.00135755 -0.00465756 -0.80754968 0.00144433 0.58977939
1413393887.120760 -0.00079435 0.00015415 -0.00136591 -0.00464056 -0.80755399 0.00147278 0.58977355
1413393887.125761 -0.00067066 0.00018873 -0.00097301 -0.00464691 -0.80756690 0.00151774 0.58975572
1413393887.130760 -0.00066975 0.00018309 -0.00096050 -0.00462138 -0.80757110 0.00154736 0.58975009
1413393887.135761 -0.00066766 0.00018286 -0.00094820 -0.00461818 -0.80756553 0.00155968 0.58975771
1413393887.140760 -0.00066504 0.00018996 -0.00093560 -0.00464328 -0.80756003 0.00153325 0.58976511
1413393887.155761 -0.00066086 0.00021522 -0.00089530 -0.00470890 -0.80754251 0.00145981 0.58978877
1413393887.160760 -0.00065965 0.00021441 -0.00088552 -0.00469190 -0.80753492 0.00147177 0.58979926
1413393887.170760 -0.00065824 0.00020243 -0.00086670 -0.00461638 -0.80752953 0.00152597 0.58980711
1413393887.175761 -0.00119583 0.00034415 -0.00150324 -0.00474867 -0.80774728 0.00167006 0.58950741
1413393887.200761 -0.00129921 0.00044332 -0.00151654 -0.00483807 -0.80772193 0.00154688 0.58954176
1413393887.205760 -0.00132156 0.00044765 -0.00151735 -0.00480268 -0.80772499 0.00158521 0.58953776
1413393887.210761 -0.00134608 0.00044912 -0.00151687 -0.00475141 -0.80773425 0.00162607 0.58952537
1413393887.215760 -0.00137174 0.00045585 -0.00151443 -0.00471967 -0.80773833 0.00166384 0.58951993
1413393887.220761 -0.00139664 0.00047259 -0.00150973 -0.00473075 -0.80773215 0.00166362 0.58952831
1413393887.225760 -0.00213447 -0.00105503 -0.00146539 -0.00486622 -0.80789251 0.00150524 0.58930786
1413393887.230761 -0.00217806 -0.00103602 -0.00147775 -0.00490922 -0.80789489 0.00146708 0.58930433
1413393887.235760 -0.00222371 -0.00102010 -0.00149108 -0.00494440 -0.80790283 0.00145893 0.58929317
1413393887.240761 -0.00227017 -0.00101044 -0.00150418 -0.00495070 -0.80789736 0.00148142 0.58930056
1413393887.245760 -0.00231860 -0.00100769 -0.00151861 -0.00492401 -0.80788988 0.00151655 0.58931094
1413393887.250761 -0.00237061 -0.00101023 -0.00153564 -0.00487694 -0.80789582 0.00155747 0.58930309
1413393887.255760 -0.00242356 -0.00101243 -0.00155530 -0.00483645 -0.80791151 0.00159681 0.58928182
1413393887.260761 -0.00247493 -0.00100614 -0.00157733 -0.00483126 -0.80791382 0.00160992 0.58927864
1413393887.265760 -0.00252617 -0.00098884 -0.00160057 -0.00485913 -0.80791007 0.00157471 0.58928365
1413393887.270761 -0.00257866 -0.00096700 -0.00162361 -0.00489760 -0.80791566 0.00151168 0.58927584
1413393887.285760 -0.00276939 -0.00052858 -0.00170048 -0.00481472 -0.80777267 0.00142005 0.58947275
1413393887.290761 -0.00280801 -0.00053490 -0.00171855 -0.00477470 -0.80777765 0.00144590 0.58946619
1413393887.295760 -0.00284749 -0.00054369 -0.00173497 -0.00472433 -0.80778570 0.00148152 0.58945546
1413393887.300761 -0.00288702 -0.00054694 -0.00175125 -0.00470066 -0.80778648 0.00151603 0.58945450
1413393887.305760 -0.00292618 -0.00053919 -0.00176626 -0.00472635 -0.80777747 0.00151839 0.58946663
1413393887.310760 -0.00296539 -0.00052373 -0.00177973 -0.00478184 -0.80778037 0.00147997 0.58946232
1413393887.315761 -0.00300491 -0.00050834 -0.00179245 -0.00483189 -0.80778174 0.00143864 0.58946013
1413393887.320760 -0.00304402 -0.00049767 -0.00180416 -0.00487164 -0.80778047 0.00142325 0.58946158
1413393887.325761 -0.00091004 -0.00068442 -0.00159903 -0.00487302 -0.80736167 0.00137788 0.59003516
1413393887.355761 -0.00083906 -0.00070202 -0.00154254 -0.00482422 -0.80731861 0.00140959 0.59009440
1413393887.370760 -0.00078757 -0.00069323 -0.00152807 -0.00484683 -0.80729325 0.00138032 0.59012898
1413393887.380760 -0.00003192 0.00074400 -0.00057001 -0.00492819 -0.80723764 0.00183079 0.59020315
1413393887.390760 0.00001951 0.00082288 -0.00055158 -0.00494957 -0.80723908 0.00183046 0.59020100
1413393887.405761 0.00010204 0.00097446 -0.00051025 -0.00505654 -0.80727511 0.00168995 0.59015123
1413393887.410760 0.00012862 0.00101441 -0.00048999 -0.00505794 -0.80727945 0.00169437 0.59014527
1413393887.415761 0.00015353 0.00104610 -0.00046768 -0.00502488 -0.80728842 0.00172230 0.59013320
1413393887.420760 0.00017726 0.00107199 -0.00044366 -0.00496483 -0.80729481 0.00176939 0.59012482
1413393887.425761 -0.00067885 0.00040508 0.00010239 -0.00477151 -0.80758817 0.00165275 0.58972524
1413393887.450761 -0.00070308 0.00053502 0.00027789 -0.00491614 -0.80758478 0.00157393 0.58972890
1413393887.465760 -0.00071100 0.00055630 0.00037684 -0.00481005 -0.80758745 0.00172211 0.58972571
1413393887.470761 -0.00071247 0.00056880 0.00040579 -0.00479750 -0.80759043 0.00174569 0.58972166
1413393887.475760 -0.00253632 -0.00033526 -0.00102943 -0.00454766 -0.80799470 0.00139140 0.58917055
1413393887.495760 -0.00275927 -0.00035224 -0.00109785 -0.00462506 -0.80799529 0.00123262 0.58916950
1413393887.500761 -0.00281784 -0.00037419 -0.00111244 -0.00458107 -0.80799212 0.00127199 0.58917411
1413393887.505760 -0.00287748 -0.00040109 -0.00112573 -0.00452103 -0.80799100 0.00132451 0.58917600
1413393887.510761 -0.00293730 -0.00042354 -0.00113758 -0.00448087 -0.80799603 0.00136459 0.58916931
1413393887.515760 -0.00299734 -0.00043439 -0.00114748 -0.00448780 -0.80799384 0.00137413 0.58917223
1413393887.520761 -0.00305703 -0.00043439 -0.00115448 -0.00452740 -0.80798507 0.00133292 0.58918406
1413393887.530761 -0.00306812 -0.00026658 -0.00134624 -0.00467840 -0.80792871 0.00126782 0.58926031
1413393887.560760 -0.00340107 -0.00030293 -0.00140210 -0.00463678 -0.80789217 0.00139339 0.58931045
1413393887.570760 -0.00350913 -0.00027580 -0.00142136 -0.00472558 -0.80787396 0.00127029 0.58933498
1413393887.575761 -0.00074275 -0.00080822 -0.00148149 -0.00492578 -0.80724000 0.00132893 0.59020129
1413393887.590760 -0.00063053 -0.00080909 -0.00145145 -0.00479651 -0.80725135 0.00141020 0.59018664
1413393887.595761 -0.00058492 -0.00079421 -0.00142980 -0.00479070 -0.80723674 0.00136996 0.59020676
1413393887.600760 -0.00053689 -0.00077279 -0.00139759 -0.00480213 -0.80721968 0.00128392 0.59023020
1413393887.605761 -0.00048731 -0.00075729 -0.00135289 -0.00480036 -0.80720876 0.00121747 0.59024528
1413393887.610760 -0.00043793 -0.00075294 -0.00130131 -0.00478546 -0.80719041 0.00121919 0.59027050
1413393887.615761 -0.00038764 -0.00075423 -0.00125060 -0.00479676 -0.80714435 0.00130468 0.59033321
1413393887.620760 -0.00033585 -0.00075546 -0.00120668 -0.00487211 -0.80710917 0.00144901 0.59038034
1413393887.625761 -0.00022970 0.00014168 0.00010444 -0.00488119 -0.80728849 0.00169931 0.59013438
1413393887.645761 -0.00013581 0.00019861 0.00026154 -0.00510397 -0.80719803 0.00175898 0.59025604
1413393887.655761 -0.00009648 0.00020921 0.00029806 -0.00496716 -0.80718859 0.00154661 0.59027071
1413393887.660760 -0.00008007 0.00019751 0.00030049 -0.00485264 -0.80717895 0.00153748 0.59028487
1413393887.665761 -0.00006455 0.00018649 0.00029453 -0.00476451 -0.80715114 0.00154096 0.59032360
1413393887.670760 -0.00004869 0.00017959 0.00027993 -0.00470799 -0.80715983 0.00153982 0.59031218
1413393887.675761 -0.00066432 -0.00114039 -0.00028232 -0.00453716 -0.80714597 0.00119941 0.59033326
1413393887.685760 -0.00064014 -0.00117530 -0.00028010 -0.00470449 -0.80715798 0.00123820 0.59031546
1413393887.690761 -0.00062927 -0.00118832 -0.00027716 -0.00480474 -0.80717821 0.00122390 0.59028701
1413393887.700761 -0.00061438 -0.00123883 -0.00024391 -0.00485046 -0.80725655 0.00124898 0.59017945
1413393887.705760 -0.00060758 -0.00126747 -0.00020827 -0.00486295 -0.80726457 0.00126445 0.59016833
1413393887.710761 -0.00060250 -0.00130085 -0.00016578 -0.00483447 -0.80726150 0.00125309 0.59017279
1413393887.715760 -0.00060277 -0.00134202 -0.00011905 -0.00476642 -0.80728473 0.00126495 0.59014155
1413393887.720761 -0.00060486 -0.00138355 -0.00006484 -0.00468960 -0.80728735 0.00128425 0.59013853
1413393887.725760 -0.00197598 -0.00209131 -0.00224702 -0.00479192 -0.80740969 0.00131540 0.58997025
1413393887.745760 -0.00205634 -0.00215911 -0.00228652 -0.00492471 -0.80732454 0.00126890 0.59008577
1413393887.755760 -0.00207995 -0.00221151 -0.00235608 -0.00498881 -0.80727468 0.00126280 0.59015345
1413393887.760761 -0.00209080 -0.00225031 -0.00240621 -0.00494700 -0.80730146 0.00126789 0.59011716
1413393887.765760 -0.00209839 -0.00229230 -0.00245634 -0.00487509 -0.80732831 0.00128017 0.59008101
1413393887.770761 -0.00210106 -0.00233053 -0.00250193 -0.00483517 -0.80733651 0.00129294 0.59007009
1413393887.775760 -0.00202395 -0.00127394 -0.00351847 -0.00493682 -0.80717759 0.00156706 0.59028595
1413393887.795760 -0.00197993 -0.00127890 -0.00368380 -0.00494157 -0.80725307 0.00144090 0.59018301
1413393887.800761 -0.00197322 -0.00128270 -0.00370917 -0.00497415 -0.80724074 0.00142578 0.59019964
1413393887.805760 -0.00196787 -0.00129309 -0.00373154 -0.00498779 -0.80725977 0.00143821 0.59017347
1413393887.810760 -0.00196320 -0.00131049 -0.00374757 -0.00499139 -0.80726576 0.00149831 0.59016509
1413393887.815761 -0.00195849 -0.00132690 -0.00375920 -0.00501001 -0.80724842 0.00158211 0.59018843
1413393887.820760 -0.00195421 -0.00133672 -0.00376959 -0.00503659 -0.80721680 0.00162834 0.59023133
1413393887.825761 -0.00119687 -0.00025881 -0.00470495 -0.00501706 -0.80707851 0.00182512 0.59042000
1413393887.835761 -0.00114429 -0.00022805 -0.00472627 -0.00501387 -0.80706682 0.00182022 0.59043603
1413393887.840760 -0.00111503 -0.00020875 -0.00474503 -0.00502868 -0.80705034 0.00182264 0.59045842
1413393887.845761 -0.00108561 -0.00018451 -0.00477422 -0.00504537 -0.80703760 0.00179295 0.59047578
1413393887.850760 -0.00105635 -0.00015983 -0.00481368 -0.00504573 -0.80705383 0.00174729 0.59045372
1413393887.855761 -0.00102470 -0.00013767 -0.00485982 -0.00503369 -0.80708439 0.00173489 0.59041209
1413393887.860760 -0.00099042 -0.00011714 -0.00491064 -0.00501135 -0.80710610 0.00174837 0.59038256
1413393887.865761 -0.00095595 -0.00009466 -0.00496573 -0.00498374 -0.80712783 0.00176017 0.59035305
1413393887.870760 -0.00092259 -0.00006815 -0.00502153 -0.00495287 -0.80714917 0.00174687 0.59032418
1413393887.880760 0.00191767 0.00054479 -0.00273510 -0.00511297 -0.80696574 0.00190397 0.59057305
1413393887.885761 0.00200532 0.00059216 -0.00273181 -0.00513333 -0.80697048 0.00190110 0.59056641
1413393887.895761 0.00217940 0.00067934 -0.00270788 -0.00513913 -0.80699504 0.00188403 0.59053284
1413393887.900760 0.00226329 0.00072147 -0.00268432 -0.00513887 -0.80700352 0.00186502 0.59052132
1413393887.905761 0.00234717 0.00076151 -0.00265262 -0.00514690 -0.80700319 0.00185090 0.59052175
1413393887.910760 0.00243115 0.00079658 -0.00261464 -0.00515433 -0.80699651 0.00187305 0.59053075
1413393887.915761 0.00251487 0.00082772 -0.00257485 -0.00513707 -0.80699552 0.00190530 0.59053214
1413393887.920760 0.00259777 0.00086045 -0.00253478 -0.00511403 -0.80699361 0.00192034 0.59053491
1413393887.940761 -0.00077099 -0.00086229 -0.00457617 -0.00488375 -0.80736152 0.00157114 0.59003480
1413393887.960761 -0.00074084 -0.00088272 -0.00462391 -0.00487619 -0.80732823 0.00159862 0.59008033
1413393887.965760 -0.00072858 -0.00088195 -0.00464645 -0.00487587 -0.80733088 0.00159783 0.59007671
1413393887.970761 -0.00071644 -0.00088067 -0.00467495 -0.00484623 -0.80734653 0.00158548 0.59005557
1413393887.980761 -0.00200501 -0.00100974 -0.00273143 -0.00480372 -0.80740187 0.00151777 0.58998037
1413393887.985760 -0.00200028 -0.00099530 -0.00273625 -0.00479568 -0.80739725 0.00146361 0.58998690
1413393887.990761 -0.00199894 -0.00098280 -0.00273354 -0.00480358 -0.80739199 0.00142757 0.58999411
1413393887.995760 -0.00200185 -0.00097880 -0.00272538 -0.00481112 -0.80740001 0.00142167 0.58998310
1413393888.000761 -0.00200779 -0.00098247 -0.00270989 -0.00479501 -0.80738382 0.00143176 0.59000535
1413393888.005760 -0.00201457 -0.00098487 -0.00269226 -0.00477476 -0.80738610 0.00146386 0.59000232
1413393888.010761 -0.00202146 -0.00098142 -0.00267294 -0.00477325 -0.80740425 0.00150441 0.58997739
1413393888.015760 -0.00202804 -0.00097313 -0.00264690 -0.00479097 -0.80740290 0.00151558 0.58997908
1413393888.020761 -0.00203393 -0.00096277 -0.00261583 -0.00483282 -0.80741026 0.00151746 0.58996866
1413393888.025760 -0.00174600 -0.00027789 -0.00066333 -0.00480750 -0.80742200 0.00155614 0.58995269
1413393888.040761 -0.00173397 -0.00027552 -0.00056809 -0.00478289 -0.80747218 0.00158783 0.58988413
1413393888.045760 -0.00173007 -0.00026757 -0.00054233 -0.00478663 -0.80748383 0.00157069 0.58986819
1413393888.050761 -0.00172493 -0.00025763 -0.00051923 -0.00479753 -0.80749089 0.00153927 0.58985853
1413393888.060760 -0.00171265 -0.00024442 -0.00048087 -0.00478196 -0.80747763 0.00152452 0.58987683
1413393888.065761 -0.00170705 -0.00024152 -0.00046836 -0.00475209 -0.80748617 0.00154006 0.58986536
1413393888.070760 -0.00170165 -0.00023584 -0.00045886 -0.00473944 -0.80749718 0.00156605 0.58985032
1413393888.075761 -0.00156321 -0.00052547 -0.00028735 -0.00488969 -0.80750854 0.00160317 0.58983344
1413393888.095761 -0.00150556 -0.00044489 -0.00016689 -0.00492078 -0.80748935 0.00153845 0.58985961
1413393888.100760 -0.00148891 -0.00043007 -0.00013306 -0.00489795 -0.80749566 0.00156866 0.58985110
